transporteur,uic_origine,uic_destination,classe,profil_tarifaire,prix_minimum,prix_maximum
TGV INOUI,87318964,87345009,2,Tarif Normal,30,153
TGV INOUI,87318964,87757625,2,Tarif Réglementé,48,82
TGV INOUI,87391102,87324095,2,Tarif Normal,20,88
TGV INOUI,87571216,87313882,2,Tarif Normal,25,89
TGV INOUI,87481002,87342014,2,Tarif Normal,25,110
TGV INOUI,87318964,87381509,1,Tarif Normal,31,178
TGV INOUI,87476606,87345009,2,Tarif Normal,25,116
TGV INOUI,87342014,87755447,1,Tarif Normal,36,207
TGV INOUI,87319012,87718833,2,Tarif Normal,30,69
TGV INOUI,87765008,87319012,1,Tarif Normal,17,51
TGV INOUI,87672253,87324095,2,Tarif Normal,25,66
TGV INOUI,87481002,87345009,1,Tarif Normal,31,157
TGV INOUI,87318964,87753657,2,Tarif Normal,9,10
TGV INOUI,87571000,87324095,1,Tarif Réglementé,24,24
TGV INOUI,87478404,87342014,1,Tarif Normal,29,144
TGV INOUI,87741769,87342014,2,Tarif Normal,25,143
TGV INOUI,87342014,87677120,1,Tarif Normal,36,181
TGV INOUI,87485003,87324095,1,Tarif Normal,15,49
TGV INOUI,87581009,87313882,1,Tarif Normal,31,191
TGV INOUI,87481002,87342014,1,Tarif Réglementé,116,116
TGV INOUI,87773002,87342014,2,Tarif Normal,30,153
TGV INOUI,87484006,87345009,1,Tarif Normal,31,147
TGV INOUI,87485490,87324095,2,Tarif Normal,6,14
TGV INOUI,87688887,87313882,2,Tarif Normal,30,149
TGV INOUI,87723197,87342014,1,Tarif Réglementé,127,127
TGV INOUI,87319012,87723197,2,Tarif Normal,20,75
TGV INOUI,87751008,87342014,1,Tarif Réglementé,154,154
TGV INOUI,87741728,87342014,2,Tarif Normal,25,143
TGV INOUI,87319012,87775007,2,Tarif Normal,13,30
TGV INOUI,87741769,87342014,1,Tarif Réglementé,136,136
TGV INOUI,87318964,87682005,1,Tarif Normal,31,160
TGV INOUI,87485227,87345009,1,Tarif Normal,31,162
TGV INOUI,87393702,87345009,1,Tarif Réglementé,57,57
TGV INOUI,87319012,87746008,2,Tarif Normal,25,95
TGV INOUI,87319012,87481002,2,Tarif Réglementé,119,159
TGV INOUI,87342014,87694109,1,Tarif Normal,31,167
TGV INOUI,87324095,87611004,1,Tarif Normal,29,111
TGV INOUI,87741793,87342014,1,Tarif Normal,31,193
TGV INOUI,87324095,87575142,1,Tarif Normal,10,14
TGV INOUI,87673202,87342014,2,Tarif Normal,30,143
TGV INOUI,87319012,87757625,2,Tarif Réglementé,38,54
TGV INOUI,87485490,87345009,2,Tarif Normal,25,118
TGV INOUI,87582643,87324095,2,Tarif Normal,20,51
TGV INOUI,87746370,87313882,2,Tarif Normal,25,134
TGV INOUI,87318964,87345009,1,Tarif Réglementé,154,154
TGV INOUI,87765008,87342014,2,Tarif Normal,30,142
TGV INOUI,87342014,87694109,2,Tarif Normal,25,123
TGV INOUI,87342014,87476606,2,Tarif Normal,25,116
TGV INOUI,87393702,87324095,1,Tarif Normal,24,130
TGV INOUI,87319012,87686006,2,Tarif Réglementé,95,156
TGV INOUI,87342014,87742361,1,Tarif Réglementé,136,136
TGV INOUI,87673004,87345009,2,Tarif Normal,30,139
TGV INOUI,87583005,87324095,1,Tarif Normal,14,44
TGV INOUI,87319012,87757625,1,Tarif Réglementé,43,43
TGV INOUI,87677005,87342014,2,Tarif Normal,30,139
TGV INOUI,87318964,87741132,2,Tarif Normal,20,69
TGV INOUI,87324095,87673004,1,Tarif Normal,29,109
TGV INOUI,87342014,87481705,1,Tarif Normal,31,146
TGV INOUI,87318964,87725002,1,Tarif Normal,24,112
TGV INOUI,87722025,87342014,2,Tarif Normal,25,128
TGV INOUI,87391003,87324095,2,Tarif Réglementé,61,113
TGV INOUI,87342014,87345025,1,Tarif Normal,9,14
TGV INOUI,87318964,87757674,1,Tarif Normal,24,102
TGV INOUI,87318964,87725689,2,Tarif Réglementé,51,84
TGV INOUI,87318964,87393009,1,Tarif Normal,31,178
TGV INOUI,87318964,87755629,2,Tarif Normal,15,48
TGV INOUI,87342014,87478107,1,Tarif Normal,31,154
TGV INOUI,87746305,87342014,2,Tarif Normal,51,127
TGV INOUI,87575001,87324095,1,Tarif Réglementé,6,6
TGV INOUI,87319012,87694109,2,Tarif Normal,25,86
TGV INOUI,87547000,87324095,2,Tarif Réglementé,61,113
TGV INOUI,87396002,87342014,2,Tarif Normal,25,94
TGV INOUI,87722025,87324095,2,Tarif Normal,25,96
TGV INOUI,87319012,87763029,1,Tarif Normal,17,81
TGV INOUI,87318964,87393009,2,Tarif Normal,25,131
TGV INOUI,87741769,87342014,2,Tarif Réglementé,106,167
TGV INOUI,87318964,87781104,2,Tarif Réglementé,41,47
TGV INOUI,87318964,87763029,1,Tarif Normal,17,54
TGV INOUI,87324095,87345009,1,Tarif Normal,31,150
TGV INOUI,87741777,87342014,1,Tarif Réglementé,136,136
TGV INOUI,87342014,87471300,2,Tarif Normal,25,113
TGV INOUI,87342014,87571240,1,Tarif Réglementé,109,109
TGV INOUI,87751008,87342014,2,Tarif Réglementé,121,159
TGV INOUI,87474007,87342014,2,Tarif Normal,25,125
TGV INOUI,87319012,87725689,2,Tarif Réglementé,65,104
TGV INOUI,87742007,87342014,1,Tarif Normal,57,193
TGV INOUI,87478404,87342014,2,Tarif Réglementé,80,124
TGV INOUI,87575001,87345009,2,Tarif Normal,25,111
TGV INOUI,87313882,87755447,1,Tarif Normal,36,207
TGV INOUI,87318964,87571240,1,Tarif Réglementé,134,134
TGV INOUI,87746370,87342014,1,Tarif Normal,57,175
TGV INOUI,87485003,87342014,1,Tarif Normal,31,170
TGV INOUI,87318964,87764001,2,Tarif Normal,7,18
TGV INOUI,87476317,87342014,1,Tarif Normal,31,167
TGV INOUI,87318964,87581009,1,Tarif Normal,26,141
TGV INOUI,87324095,87611004,2,Tarif Normal,25,73
TGV INOUI,87342014,87741132,2,Tarif Normal,25,127
TGV INOUI,87342014,87741132,1,Tarif Normal,31,175
TGV INOUI,87313882,87763029,1,Tarif Normal,31,175
TGV INOUI,87342014,87688762,2,Tarif Normal,30,139
TGV INOUI,87773002,87342014,1,Tarif Réglementé,154,154
TGV INOUI,87484006,87319012,1,Tarif Réglementé,142,142
TGV INOUI,87318964,87765107,1,Tarif Normal,12,17
TGV INOUI,87485300,87342014,2,Tarif Normal,25,118
TGV INOUI,87345520,87342014,2,Tarif Normal,5,12
TGV INOUI,87773002,87342014,2,Tarif Réglementé,121,159
TGV INOUI,87485003,87342014,2,Tarif Normal,25,126
TGV INOUI,87673202,87345009,2,Tarif Normal,30,139
TGV INOUI,87318964,87773200,2,Tarif Normal,13,27
TGV INOUI,87319012,87756486,2,Tarif Normal,20,44
TGV INOUI,87342006,87345025,2,Tarif Normal,5,5
TGV INOUI,87342014,87741645,1,Tarif Normal,31,193
TGV INOUI,87318964,87765107,2,Tarif Normal,8,8
TGV INOUI,87324095,87575142,2,Tarif Normal,6,6
TGV INOUI,87485227,87342014,1,Tarif Normal,31,162
TGV INOUI,87342014,87481705,2,Tarif Normal,25,108
TGV INOUI,87485300,87342014,1,Tarif Normal,31,156
TGV INOUI,87722025,87345009,2,Tarif Réglementé,97,154
TGV INOUI,87682211,87319012,1,Tarif Normal,31,160
TGV INOUI,87342014,87703975,1,Tarif Normal,36,213
TGV INOUI,87741306,87345009,2,Tarif Normal,51,143
TGV INOUI,87673400,87342014,2,Tarif Normal,30,139
TGV INOUI,87723197,87345009,1,Tarif Normal,31,178
TGV INOUI,87393702,87342014,1,Tarif Normal,17,68
TGV INOUI,87485227,87342014,2,Tarif Normal,25,122
TGV INOUI,87342014,87571240,2,Tarif Réglementé,81,134
TGV INOUI,87342014,87763029,1,Tarif Normal,31,182
TGV INOUI,87318964,87781005,1,Tarif Normal,22,67
TGV INOUI,87583005,87342014,2,Tarif Normal,25,123
TGV INOUI,87762906,87342014,2,Tarif Normal,30,118
TGV INOUI,87396002,87319012,1,Tarif Réglementé,134,134
TGV INOUI,87474338,87345009,1,Tarif Normal,31,167
TGV INOUI,87342014,87342006,1,Tarif Normal,6,20
TGV INOUI,87571000,87324095,1,Tarif Normal,11,37
TGV INOUI,87342014,87741645,2,Tarif Réglementé,106,167
TGV INOUI,87345520,87343004,2,Tarif Normal,5,11
TGV INOUI,87342014,87773200,2,Tarif Réglementé,126,159
TGV INOUI,87741009,87345009,1,Tarif Normal,31,193
TGV INOUI,87571000,87324095,2,Tarif Réglementé,20,29
TGV INOUI,87485490,87342014,1,Tarif Normal,29,156
TGV INOUI,87473009,87345009,2,Tarif Normal,30,119
TGV INOUI,87722025,87342014,1,Tarif Réglementé,123,123
TGV INOUI,87342014,87781278,1,Tarif Normal,36,213
TGV INOUI,87673400,87342014,1,Tarif Normal,36,181
TGV INOUI,87319012,87773002,2,Tarif Normal,15,40
TGV INOUI,87765008,87345009,2,Tarif Normal,30,142
TGV INOUI,87342014,87781104,1,Tarif Normal,36,213
TGV INOUI,87342014,87781278,2,Tarif Normal,30,142
TGV INOUI,87478404,87318964,1,Tarif Réglementé,142,142
TGV INOUI,87571216,87342014,2,Tarif Normal,25,101
TGV INOUI,87581009,87342014,2,Tarif Réglementé,111,177
TGV INOUI,87742007,87342014,1,Tarif Réglementé,136,136
TGV INOUI,87473108,87342014,2,Tarif Normal,30,119
TGV INOUI,87319012,87393579,1,Tarif Normal,31,169
TGV INOUI,87319012,87781104,2,Tarif Normal,20,53
TGV INOUI,87342014,87761007,2,Tarif Normal,51,128
TGV INOUI,87742007,87342014,2,Tarif Réglementé,106,167
TGV INOUI,87741645,87345009,1,Tarif Réglementé,136,136
TGV INOUI,87484006,87318964,1,Tarif Normal,31,198
TGV INOUI,87318964,87751008,2,Tarif Normal,15,33
TGV INOUI,87765008,87319012,2,Tarif Normal,15,31
TGV INOUI,87413013,87381459,1,Tarif Normal,22,51
TGV INOUI,87318964,87784009,1,Tarif Réglementé,53,53
TGV INOUI,87319012,87393702,2,Tarif Normal,25,131
TGV INOUI,87722025,87342014,2,Tarif Réglementé,97,154
TGV INOUI,87319012,87342014,2,Tarif Réglementé,121,159
TGV INOUI,87319012,87710731,2,Tarif Normal,45,111
TGV INOUI,87476002,87342014,1,Tarif Normal,31,158
TGV INOUI,87485490,87342014,2,Tarif Normal,25,118
TGV INOUI,87342014,87343004,1,Tarif Normal,8,27
TGV INOUI,87686006,87342014,1,Tarif Normal,17,69
TGV INOUI,87481002,87345009,2,Tarif Réglementé,88,137
TGV INOUI,87742320,87345009,2,Tarif Réglementé,106,167
TGV INOUI,87583005,87324095,2,Tarif Normal,12,26
TGV INOUI,87318964,87755447,1,Tarif Réglementé,55,55
TGV INOUI,87345009,87677120,2,Tarif Normal,30,139
TGV INOUI,87319012,87713545,1,Tarif Normal,24,131
TGV INOUI,87393702,87345009,1,Tarif Normal,17,74
TGV INOUI,87741793,87342014,1,Tarif Réglementé,136,136
TGV INOUI,87318964,87755447,2,Tarif Réglementé,42,73
TGV INOUI,87319012,87471003,1,Tarif Normal,36,215
TGV INOUI,87722025,87345009,2,Tarif Normal,25,128
TGV INOUI,87746008,87345009,2,Tarif Normal,25,133
TGV INOUI,87672006,87324095,2,Tarif Normal,25,70
TGV INOUI,87342014,87345009,2,Tarif Normal,7,7
TGV INOUI,87471003,87345009,2,Tarif Normal,25,113
TGV INOUI,87387001,87381509,2,Tarif Normal,10,20
TGV INOUI,87487603,87319012,1,Tarif Normal,31,179
TGV INOUI,87319012,87688887,1,Tarif Normal,17,58
TGV INOUI,87345520,87345009,1,Tarif Normal,12,17
TGV INOUI,87473207,87345009,1,Tarif Normal,36,161
TGV INOUI,87615286,87345009,2,Tarif Normal,30,139
TGV INOUI,87473207,87345009,2,Tarif Normal,30,119
TGV INOUI,87757625,87342014,1,Tarif Normal,36,207
TGV INOUI,87318964,87757526,2,Tarif Normal,15,59
TGV INOUI,87319012,87581009,2,Tarif Normal,25,110
TGV INOUI,87722025,87381509,1,Tarif Normal,29,157
TGV INOUI,87713040,87319012,2,Tarif Réglementé,74,122
TGV INOUI,87318964,87393702,2,Tarif Normal,25,131
TGV INOUI,87575001,87324095,2,Tarif Normal,2,3
TGV INOUI,87474155,87345009,2,Tarif Normal,25,125
TGV INOUI,87781005,87342014,1,Tarif Normal,36,213
TGV INOUI,87474007,87345009,1,Tarif Normal,31,167
TGV INOUI,87741777,87342014,2,Tarif Réglementé,106,167
TGV INOUI,87342014,87473009,1,Tarif Normal,36,161
TGV INOUI,87319012,87611004,1,Tarif Normal,24,111
TGV INOUI,87741728,87345009,2,Tarif Normal,25,143
TGV INOUI,87342014,87763029,2,Tarif Réglementé,104,159
TGV INOUI,87742320,87342014,1,Tarif Réglementé,136,136
TGV INOUI,87396002,87345009,2,Tarif Normal,25,94
TGV INOUI,87481002,87345009,1,Tarif Réglementé,116,116
TGV INOUI,87751008,87381509,1,Tarif Réglementé,122,122
TGV INOUI,87345009,87571240,2,Tarif Réglementé,81,134
TGV INOUI,87342014,87611004,2,Tarif Normal,30,143
TGV INOUI,87318964,87757625,1,Tarif Normal,19,98
TGV INOUI,87481002,87345009,2,Tarif Normal,25,110
TGV INOUI,87319012,87755009,2,Tarif Normal,8,19
TGV INOUI,87476002,87345009,2,Tarif Normal,25,116
TGV INOUI,87319012,87755009,2,Tarif Réglementé,18,27
TGV INOUI,87583849,87324095,1,Tarif Normal,9,27
TGV INOUI,87747006,87342014,2,Tarif Normal,25,131
TGV INOUI,87381509,87761007,2,Tarif Normal,25,108
TGV INOUI,87345009,87611244,2,Tarif Normal,30,143
TGV INOUI,87342014,87611244,2,Tarif Normal,30,139
TGV INOUI,87342014,87571240,1,Tarif Normal,29,154
TGV INOUI,87381459,87411017,1,Tarif Normal,15,41
TGV INOUI,87741793,87345009,1,Tarif Normal,31,193
TGV INOUI,87478404,87345009,2,Tarif Normal,25,97
TGV INOUI,87342006,87345025,1,Tarif Normal,9,13
TGV INOUI,87318964,87761007,2,Tarif Normal,12,26
TGV INOUI,87485003,87345009,2,Tarif Normal,25,126
TGV INOUI,87755009,87345009,2,Tarif Normal,30,139
TGV INOUI,87342014,87781104,2,Tarif Normal,30,142
TGV INOUI,87746305,87342014,1,Tarif Normal,57,175
TGV INOUI,87318964,87762906,1,Tarif Réglementé,56,56
TGV INOUI,87319012,87722025,2,Tarif Réglementé,53,89
TGV INOUI,87444067,87387001,2,Tarif Normal,14,31
TGV INOUI,87345009,87742361,2,Tarif Normal,51,143
TGV INOUI,87319012,87756056,2,Tarif Normal,20,46
TGV INOUI,87342014,87688887,1,Tarif Normal,36,209
TGV INOUI,87723197,87345009,2,Tarif Normal,25,128
TGV INOUI,87763029,87345009,1,Tarif Normal,31,175
TGV INOUI,87741009,87342014,2,Tarif Réglementé,106,167
TGV INOUI,87318964,87722025,1,Tarif Réglementé,56,56
TGV INOUI,87342014,87688887,1,Tarif Réglementé,154,154
TGV INOUI,87319012,87725002,2,Tarif Normal,20,97
TGV INOUI,87342014,87476200,1,Tarif Normal,31,158
TGV INOUI,87484006,87345009,2,Tarif Normal,25,103
TGV INOUI,87342014,87694109,2,Tarif Réglementé,90,142
TGV INOUI,87324095,87611244,2,Tarif Normal,25,67
TGV INOUI,87741132,87345009,1,Tarif Normal,31,175
TGV INOUI,87781278,87345009,1,Tarif Normal,36,195
TGV INOUI,87345009,87742361,2,Tarif Réglementé,106,167
TGV INOUI,87318964,87725002,1,Tarif Réglementé,78,78
TGV INOUI,87784009,87342014,2,Tarif Normal,30,153
TGV INOUI,87677005,87345009,2,Tarif Normal,30,139
TGV INOUI,87342014,87673004,1,Tarif Normal,36,181
TGV INOUI,87345009,87746438,1,Tarif Normal,57,175
TGV INOUI,87319012,87757526,1,Tarif Normal,17,58
TGV INOUI,87342014,87741645,2,Tarif Normal,25,143
TGV INOUI,87319012,87741009,2,Tarif Normal,25,93
TGV INOUI,87345009,87571240,1,Tarif Normal,29,154
TGV INOUI,87319012,87571216,2,Tarif Normal,25,125
TGV INOUI,87318964,87725705,2,Tarif Normal,15,64
TGV INOUI,87342014,87746438,2,Tarif Normal,51,127
TGV INOUI,87784009,87342014,1,Tarif Normal,36,213
TGV INOUI,87413013,87381459,2,Tarif Normal,20,40
TGV INOUI,87741728,87342014,1,Tarif Normal,31,193
TGV INOUI,87318964,87741009,1,Tarif Normal,22,116
TGV INOUI,87318964,87775007,1,Tarif Normal,9,24
TGV INOUI,87784009,87342014,2,Tarif Réglementé,126,159
TGV INOUI,87387001,87741769,2,Tarif Normal,25,141
TGV INOUI,87473108,87345009,2,Tarif Normal,30,119
TGV INOUI,87342014,87745000,1,Tarif Normal,31,175
TGV INOUI,87342014,87773200,2,Tarif Normal,30,142
TGV INOUI,87381509,87413385,2,Tarif Normal,12,25
TGV INOUI,87485300,87324095,1,Tarif Normal,11,34
TGV INOUI,87485490,87345009,1,Tarif Normal,31,156
TGV INOUI,87342014,87745000,2,Tarif Normal,25,127
TGV INOUI,87342014,87471003,1,Tarif Réglementé,121,121
TGV INOUI,87741777,87345009,1,Tarif Réglementé,136,136
TGV INOUI,87342014,87746479,2,Tarif Normal,51,127
TGV INOUI,87319012,87571240,1,Tarif Normal,31,185
TGV INOUI,87686006,87342014,2,Tarif Normal,15,54
TGV INOUI,87342014,87781104,2,Tarif Réglementé,126,159
TGV INOUI,87319012,87755447,1,Tarif Normal,16,54
TGV INOUI,87413013,87381509,1,Tarif Réglementé,45,45
TGV INOUI,87345009,87773200,2,Tarif Normal,30,139
TGV INOUI,87781005,87342014,2,Tarif Normal,30,153
TGV INOUI,87318964,87781005,2,Tarif Normal,20,48
TGV INOUI,87319012,87755447,2,Tarif Réglementé,30,44
TGV INOUI,87751008,87381509,2,Tarif Normal,25,131
TGV INOUI,87319012,87710731,1,Tarif Normal,51,152
TGV INOUI,87393702,87324095,1,Tarif Réglementé,86,86
TGV INOUI,87318964,87781104,1,Tarif Normal,22,72
TGV INOUI,87342014,87471003,2,Tarif Normal,25,120
TGV INOUI,87718007,87381509,2,Tarif Normal,20,83
TGV INOUI,87747006,87342014,1,Tarif Normal,31,184
TGV INOUI,87741009,87342014,1,Tarif Normal,31,193
TGV INOUI,87345009,87343004,1,Tarif Normal,14,20
TGV INOUI,87761007,87345009,1,Tarif Normal,57,164
TGV INOUI,87672253,87324095,1,Tarif Normal,29,103
TGV INOUI,87756056,87342014,1,Tarif Normal,36,218
TGV INOUI,87342014,87757526,1,Tarif Normal,36,207
TGV INOUI,87474007,87342014,1,Tarif Normal,31,167
TGV INOUI,87775007,87345009,2,Tarif Normal,30,139
TGV INOUI,87381509,87411017,2,Tarif Réglementé,18,36
TGV INOUI,87765008,87342014,1,Tarif Normal,36,195
TGV INOUI,87741306,87342014,2,Tarif Normal,51,143
TGV INOUI,87345009,87343004,2,Tarif Normal,10,10
TGV INOUI,87319012,87755629,1,Tarif Normal,11,41
TGV INOUI,87473223,87391003,1,Tarif Réglementé,107,107
TGV INOUI,87741009,87345009,2,Tarif Normal,25,143
TGV INOUI,87342014,87345009,1,Tarif Normal,11,15
TGV INOUI,87741793,87345009,1,Tarif Réglementé,136,136
TGV INOUI,87342014,87471003,2,Tarif Réglementé,95,144
TGV INOUI,87722025,87324095,1,Tarif Normal,31,141
TGV INOUI,87742007,87345009,1,Tarif Réglementé,136,136
TGV INOUI,87742007,87342014,2,Tarif Normal,51,143
TGV INOUI,87318964,87784009,2,Tarif Normal,15,52
TGV INOUI,87781005,87345009,1,Tarif Normal,36,205
TGV INOUI,87476317,87391003,1,Tarif Normal,26,167
TGV INOUI,87784009,87342014,1,Tarif Réglementé,160,160
TGV INOUI,87324095,87571240,1,Tarif Normal,11,37
TGV INOUI,87742007,87345009,2,Tarif Réglementé,106,167
TGV INOUI,87741009,87387001,1,Tarif Réglementé,134,134
TGV INOUI,87324095,87571240,2,Tarif Réglementé,20,29
TGV INOUI,87741769,87345009,1,Tarif Normal,31,193
TGV INOUI,87318964,87764001,1,Tarif Normal,9,29
TGV INOUI,87342014,87688887,2,Tarif Normal,30,142
TGV INOUI,87319012,87756056,1,Tarif Réglementé,46,46
TGV INOUI,87741009,87387001,1,Tarif Normal,31,192
TGV INOUI,87745000,87345009,2,Tarif Normal,25,127
TGV INOUI,87324095,87611244,1,Tarif Normal,29,105
TGV INOUI,87484006,87319012,1,Tarif Normal,31,198
TGV INOUI,87784009,87345009,2,Tarif Normal,30,139
TGV INOUI,87447243,87387001,2,Tarif Normal,20,37
TGV INOUI,87342014,87343004,2,Tarif Normal,6,15
TGV INOUI,87342014,87343004,2,Tarif Réglementé,14,20
TGV INOUI,87396002,87345009,2,Tarif Réglementé,78,115
TGV INOUI,87319012,87761007,2,Tarif Normal,15,50
TGV INOUI,87741009,87387001,2,Tarif Normal,25,141
TGV INOUI,87381509,87763029,1,Tarif Normal,31,172
TGV INOUI,87324095,87677120,1,Tarif Normal,29,107
TGV INOUI,87751008,87345009,1,Tarif Réglementé,154,154
TGV INOUI,87387001,87447219,1,Tarif Normal,17,54
TGV INOUI,87481192,87391003,2,Tarif Réglementé,61,111
TGV INOUI,87773002,87345009,1,Tarif Normal,36,195
TGV INOUI,87741306,87345009,1,Tarif Réglementé,136,136
TGV INOUI,87484006,87319012,2,Tarif Normal,25,139
TGV INOUI,87345009,87781104,2,Tarif Normal,30,139
TGV INOUI,87741009,87387001,2,Tarif Réglementé,105,165
TGV INOUI,87444877,87387001,1,Tarif Normal,22,69
TGV INOUI,87342014,87584052,2,Tarif Normal,25,130
TGV INOUI,87751008,87345009,2,Tarif Réglementé,121,159
TGV INOUI,87345009,87584052,1,Tarif Normal,31,177
TGV INOUI,87387001,87393579,1,Tarif Normal,8,32
TGV INOUI,87319012,87755629,2,Tarif Normal,9,22
TGV INOUI,87345520,87343004,1,Tarif Normal,7,25
TGV INOUI,87342014,87755009,2,Tarif Normal,30,139
TGV INOUI,87485003,87324095,2,Tarif Normal,13,30
TGV INOUI,87393702,87342014,2,Tarif Normal,15,50
TGV INOUI,87763029,87345009,2,Tarif Normal,25,127
TGV INOUI,87342014,87746479,1,Tarif Normal,57,175
TGV INOUI,87677005,87342014,1,Tarif Normal,36,181
TGV INOUI,87345009,87584052,2,Tarif Normal,25,130
TGV INOUI,87387001,87447219,2,Tarif Normal,15,35
TGV INOUI,87387001,87393579,2,Tarif Normal,6,17
TGV INOUI,87575001,87342014,2,Tarif Normal,25,111
TGV INOUI,87319012,87393579,2,Tarif Normal,25,121
TGV INOUI,87413013,87381509,2,Tarif Normal,20,45
TGV INOUI,87571216,87345009,1,Tarif Normal,29,141
TGV INOUI,87319012,87757625,1,Tarif Normal,17,64
TGV INOUI,87781005,87345009,2,Tarif Normal,30,143
TGV INOUI,87319012,87471003,1,Tarif Réglementé,158,158
TGV INOUI,87381459,87411017,2,Tarif Normal,13,29
TGV INOUI,87387001,87741728,1,Tarif Réglementé,134,134
TGV INOUI,87345009,87571240,1,Tarif Réglementé,109,109
TGV INOUI,87718007,87319012,2,Tarif Normal,20,116
TGV INOUI,87342014,87781278,1,Tarif Réglementé,160,160
TGV INOUI,87387001,87741793,2,Tarif Réglementé,105,165
TGV INOUI,87396002,87342014,2,Tarif Réglementé,78,115
TGV INOUI,87387001,87514596,2,Tarif Normal,10,20
TGV INOUI,87474155,87345009,1,Tarif Normal,31,167
TGV INOUI,87481705,87345009,2,Tarif Normal,25,108
TGV INOUI,87342014,87757526,2,Tarif Normal,30,139
TGV INOUI,87481788,87391003,2,Tarif Réglementé,73,128
TGV INOUI,87319012,87781005,1,Tarif Normal,22,69
TGV INOUI,87345009,87471300,1,Tarif Normal,31,152
TGV INOUI,87471003,87345009,1,Tarif Normal,31,152
TGV INOUI,87413013,87381509,2,Tarif Réglementé,32,47
TGV INOUI,87473108,87391003,2,Tarif Normal,20,102
TGV INOUI,87342014,87688762,1,Tarif Normal,36,212
TGV INOUI,87723197,87342014,1,Tarif Normal,36,176
TGV INOUI,87319012,87481002,2,Tarif Normal,30,157
TGV INOUI,87751008,87381509,1,Tarif Normal,31,178
TGV INOUI,87586008,87345009,1,Tarif Normal,36,181
TGV INOUI,87342014,87688887,2,Tarif Réglementé,121,159
TGV INOUI,87481705,87345009,1,Tarif Normal,31,146
TGV INOUI,87484006,87345009,2,Tarif Réglementé,80,127
TGV INOUI,87413344,87381509,2,Tarif Normal,15,38
TGV INOUI,87474007,87391003,2,Tarif Normal,20,112
TGV INOUI,87342014,87694109,1,Tarif Réglementé,119,119
TGV INOUI,87345009,87742361,1,Tarif Normal,57,193
TGV INOUI,87345009,87746479,1,Tarif Normal,57,175
TGV INOUI,87473181,87391003,2,Tarif Normal,20,110
TGV INOUI,87474007,87391003,1,Tarif Réglementé,108,108
TGV INOUI,87342014,87742361,2,Tarif Normal,51,143
TGV INOUI,87741009,87342014,2,Tarif Normal,25,143
TGV INOUI,87722025,87345009,1,Tarif Réglementé,123,123
TGV INOUI,87474098,87345009,1,Tarif Normal,31,167
TGV INOUI,87615286,87345009,1,Tarif Normal,36,192
TGV INOUI,87447284,87381509,2,Tarif Normal,20,52
TGV INOUI,87319012,87481002,1,Tarif Normal,36,206
TGV INOUI,87319012,87725705,1,Tarif Normal,24,112
TGV INOUI,87381509,87413385,1,Tarif Normal,14,43
TGV INOUI,87476002,87391003,1,Tarif Normal,26,164
TGV INOUI,87387001,87741793,1,Tarif Réglementé,134,134
TGV INOUI,87741306,87342014,1,Tarif Normal,57,193
TGV INOUI,87741439,87345009,2,Tarif Normal,30,125
TGV INOUI,87474098,87345009,2,Tarif Normal,25,125
TGV INOUI,87474338,87391003,1,Tarif Normal,26,162
TGV INOUI,87571216,87324095,2,Tarif Normal,14,34
TGV INOUI,87581009,87345009,2,Tarif Normal,25,137
TGV INOUI,87781005,87342014,1,Tarif Réglementé,160,160
TGV INOUI,87481002,87391003,2,Tarif Normal,20,98
TGV INOUI,87481002,87342014,2,Tarif Réglementé,88,137
TGV INOUI,87342014,87761007,1,Tarif Normal,57,171
TGV INOUI,87345009,87746479,2,Tarif Normal,51,127
TGV INOUI,87723197,87381509,1,Tarif Normal,29,157
TGV INOUI,87447284,87387001,1,Tarif Normal,22,68
TGV INOUI,87478404,87391003,2,Tarif Normal,15,87
TGV INOUI,87381509,87411017,1,Tarif Réglementé,33,33
TGV INOUI,87583005,87345009,2,Tarif Normal,25,123
TGV INOUI,87741645,87345009,2,Tarif Réglementé,106,167
TGV INOUI,87481788,87391003,1,Tarif Normal,29,151
TGV INOUI,87672253,87391003,1,Tarif Réglementé,132,132
TGV INOUI,87381509,87761007,1,Tarif Normal,31,160
TGV INOUI,87345009,87773200,1,Tarif Normal,36,195
TGV INOUI,87723197,87381509,2,Tarif Réglementé,75,137
TGV INOUI,87473207,87342014,2,Tarif Normal,30,119
TGV INOUI,87741439,87345009,1,Tarif Normal,36,197
TGV INOUI,87481192,87391003,1,Tarif Réglementé,84,84
TGV INOUI,87742320,87342014,2,Tarif Réglementé,106,167
TGV INOUI,87319012,87745000,2,Tarif Normal,20,87
TGV INOUI,87476002,87342014,2,Tarif Normal,25,116
TGV INOUI,87673202,87391003,1,Tarif Réglementé,131,131
TGV INOUI,87476317,87345009,2,Tarif Normal,25,125
TGV INOUI,87677005,87345009,1,Tarif Normal,36,181
TGV INOUI,87741728,87345009,1,Tarif Normal,31,193
TGV INOUI,87575001,87391003,2,Tarif Normal,20,88
TGV INOUI,87571216,87391003,1,Tarif Normal,17,91
TGV INOUI,87481788,87391003,2,Tarif Normal,25,98
TGV INOUI,87688887,87345009,2,Tarif Normal,30,139
TGV INOUI,87319012,87745000,2,Tarif Réglementé,68,80
TGV INOUI,87481002,87342014,1,Tarif Normal,31,157
TGV INOUI,87571216,87391003,2,Tarif Réglementé,39,77
